name,mispred,accuracy
SHORT_SERVER-1,3699845.0,0.9772843483223232
SHORT_SERVER-10,448184.0,0.996661638809958
SHORT_SERVER-100,832545.0,0.924764226541692
SHORT_SERVER-101,2328513.0,0.9153733784924778
SHORT_SERVER-102,1664867.0,0.9641119435529975
SHORT_SERVER-103,2550669.0,0.9205462677910211
SHORT_SERVER-104,243944.0,0.979531832537996
SHORT_SERVER-105,334299.0,0.9544072861275263
SHORT_SERVER-106,465915.0,0.9562573987537843
SHORT_SERVER-107,1747668.0,0.887106400144955
SHORT_SERVER-108,1282817.0,0.9297079064680417
SHORT_SERVER-109,779773.0,0.9536917939053131
SHORT_SERVER-11,1773389.0,0.9760557396242796
SHORT_SERVER-110,311315.0,0.981183507029462
SHORT_SERVER-111,699066.0,0.9589946243449804
SHORT_SERVER-112,1286549.0,0.9176819321570114
SHORT_SERVER-113,490312.0,0.9602658613170681
SHORT_SERVER-114,1758493.0,0.9483515897068024
SHORT_SERVER-115,1642469.0,0.9497761011495696
SHORT_SERVER-116,1599657.0,0.9661076830038863
SHORT_SERVER-117,1563888.0,0.9532419954145769
SHORT_SERVER-118,1421487.0,0.9642674636104842
SHORT_SERVER-119,2002414.0,0.9437840245837052
SHORT_SERVER-12,755649.0,0.9954472732634251
SHORT_SERVER-120,1132187.0,0.9704666674874812
SHORT_SERVER-121,1485000.0,0.9590062055219055
SHORT_SERVER-122,1023587.0,0.9730729365185364
SHORT_SERVER-123,2097078.0,0.938303256137112
SHORT_SERVER-124,42867.0,0.994316877152698
SHORT_SERVER-125,88536.0,0.9915745966895824
SHORT_SERVER-126,1905201.0,0.9219802125837432
SHORT_SERVER-127,2255229.0,0.8999238300209118
SHORT_SERVER-128,816434.0,0.9121996156043306
SHORT_SERVER-129,1053427.0,0.8922970325495094
SHORT_SERVER-13,1244883.0,0.9956883327228951
SHORT_SERVER-130,6021185.0,0.8787093606000118
SHORT_SERVER-131,2016380.0,0.9321228179839691
SHORT_SERVER-132,1194687.0,0.9599283431687228
SHORT_SERVER-133,6417928.0,0.8380807637385649
SHORT_SERVER-134,4258953.0,0.8850708426394416
SHORT_SERVER-135,3415752.0,0.9114894560896488
SHORT_SERVER-136,5788914.0,0.8568361470926202
SHORT_SERVER-137,2107377.0,0.9287862746127057
SHORT_SERVER-138,8659061.0,0.7946061570563234
SHORT_SERVER-139,6963450.0,0.8263725172163849
SHORT_SERVER-14,479644.0,0.9977506335036725
SHORT_SERVER-140,3427559.0,0.908591435739672
SHORT_SERVER-141,1525516.0,0.9432522309395338
SHORT_SERVER-142,1439196.0,0.9515982850974533
SHORT_SERVER-143,4488151.0,0.8826914250525885
SHORT_SERVER-144,4765496.0,0.8706824965932523
SHORT_SERVER-145,5658720.0,0.8635190382273412
SHORT_SERVER-146,6963100.0,0.8264712196944237
SHORT_SERVER-147,2508059.0,0.9173425026947919
SHORT_SERVER-148,1270283.0,0.9515852175414711
SHORT_SERVER-149,2261420.0,0.9039573315085926
SHORT_SERVER-15,172525.0,0.9917784735490585
SHORT_SERVER-150,1571056.0,0.9569833601632416
SHORT_SERVER-151,2091460.0,0.9096420612303716
SHORT_SERVER-152,2729885.0,0.8999506842378746
SHORT_SERVER-153,3293746.0,0.8998720123368167
SHORT_SERVER-154,2515782.0,0.8933940537033733
SHORT_SERVER-155,2844634.0,0.8964902401753597
SHORT_SERVER-156,1764125.0,0.9446720740132325
SHORT_SERVER-157,5222.0,0.9998735229529925
SHORT_SERVER-158,2698127.0,0.9099912964546313
SHORT_SERVER-159,488616.0,0.9847889616929113
SHORT_SERVER-16,312367.0,0.9811462014847426
SHORT_SERVER-160,913151.0,0.972949708493178
SHORT_SERVER-161,363661.0,0.9896516188331141
SHORT_SERVER-162,4293020.0,0.8857391886833511
SHORT_SERVER-163,2745914.0,0.9087584860837546
SHORT_SERVER-164,1140243.0,0.9663702124816901
SHORT_SERVER-165,1326058.0,0.9567316321821003
SHORT_SERVER-166,3173959.0,0.9000582245507844
SHORT_SERVER-167,1136192.0,0.9653246734539066
SHORT_SERVER-168,2856269.0,0.9071272111868135
SHORT_SERVER-169,636423.0,0.9753696727957611
